mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
143	היתה	ref.1.11.1.4.19	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	היתה	aM_1_CONJUNCTION									היתה	COPULA	paal	היה		3	f	sg	PAST						
144	אמו	ref.1.11.1.4.20	heb	אם_1	אם_1_NOUN	aM_1_NOUN	אמ+ו	hyh_1_COPULA									אמ	NOUN					f	sg		abs	poss	ו	3	m	sg
145	מישראל	ref.1.11.1.4.21	heb	ישראל_1	ישראל_1_PROPERNAME	ySral_1_PROPERNAME	מ-ישראל	aM_1_NOUN	מ-					מ			ישראל	PROPERNAME					m	sg							
146	מביא	ref.1.11.1.4.22	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	ySral_1_PROPERNAME									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
147	וקורא	ref.1.11.1.4.23	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
148	וכשהוא	ref.1.11.1.4.24	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ו-כש-הוא	qra_1_PARTICIPLE	ו-כש-	ו		כש					הוא	PRONOUN				3	m	sg							
149	מתפלל	ref.1.11.1.4.25	heb	התפלל_1	התפלל_1_VERB	htpll_1_VERB	מתפלל	hwa_1_PRONOUN									מתפלל	VERB	hitpael	פלל		ANY	m	sg	PRESENT						
150	בינו	ref.1.11.1.4.26	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	בינ+ו	htpll_1_VERB									בינ	PREPOSITION									pronomial	ו	3	m	sg
151	לבין	ref.1.11.1.4.27	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	ל-בין	byN_1_PREPOSITION	ל-					ל			בין	PREPOSITION													
152	עצמו	ref.1.11.1.4.28	heb	עצמו_1	עצמו_1_PRONOUN	ecmw_1_PRONOUN	עצמ+ו	byN_1_PREPOSITION									עצמ	PRONOUN									pronomial	ו	3	m	sg
153	אומר	ref.1.11.1.4.29	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	ecmw_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
154	אלהי	ref.1.11.1.4.30	heb	אלוהים_1	אלוהים_1_NOUN	alwhyM_1_NOUN	אלהי	amr_1_VERB									אלהי	NOUN					m	sg		cstr					
155	אבות	ref.1.11.1.4.31	heb	אב_1	אב_1_NOUN	ab_1_NOUN	אבות	alwhyM_1_NOUN									אבות	NOUN					m	pl		cstr					
156	ישראל	ref.1.11.1.4.32	heb	ישראל_1	ישראל_1_PROPERNAME	ySral_1_PROPERNAME	ישראל	ab_1_NOUN									ישראל	PROPERNAME					m	sg							
157	וכשהוא	ref.1.11.1.4.33	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ו-כש-הוא	ySral_1_PROPERNAME	ו-כש-	ו		כש					הוא	PRONOUN				3	m	sg							
158	בבית	ref.1.11.1.4.34	heb	בית_1	בית_1_NOUN	byt_1_NOUN	ב-בית	hwa_1_PRONOUN	ב-					ב			בית	NOUN					m	sg		cstr					
159	הכנסת	ref.1.11.1.4.35	heb	כנסת_1	כנסת_1_NOUN	knst_1_NOUN	ה-כנסת	byt_1_NOUN	ה-							ה	כנסת	NOUN					f	sg		abs					
160	אומר	ref.1.11.1.4.36	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	knst_1_NOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
161	אלהי	ref.1.11.1.4.37	heb	אלוהים_1	אלוהים_1_NOUN	alwhyM_1_NOUN	אלהי	amr_1_VERB									אלהי	NOUN					m	sg		cstr					
162	אבותיכם	ref.1.11.1.4.38	heb	אב_1	אב_1_NOUN	ab_1_NOUN	אבות+יכם	alwhyM_1_NOUN									אבות	NOUN					m	pl		abs	poss	יכם	2	m	pl
163	ואם	ref.1.11.1.4.39	heb	אם_1	אם_1_CONJUNCTION	aM_1_CONJUNCTION	ו-אם	ab_1_NOUN	ו-	ו							אם	CONJUNCTION													
164	היתה	ref.1.11.1.4.40	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	היתה	aM_1_CONJUNCTION									היתה	COPULA	paal	היה		3	f	sg	PAST						
165	אמו	ref.1.11.1.4.41	heb	אם_1	אם_1_NOUN	aM_1_NOUN	אמ+ו	hyh_1_COPULA									אמ	NOUN					f	sg		abs	poss	ו	3	m	sg
166	מישראל	ref.1.11.1.4.42	heb	ישראל_1	ישראל_1_PROPERNAME	ySral_1_PROPERNAME	מ-ישראל	aM_1_NOUN	מ-					מ			ישראל	PROPERNAME					m	sg							
167	אומר	ref.1.11.1.4.43	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	ySral_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
168	אלהי	ref.1.11.1.4.44	heb	אלוהים_1	אלוהים_1_NOUN	alwhyM_1_NOUN	אלהי	amr_1_VERB									אלהי	NOUN					m	sg		cstr					
169	אבותינו	ref.1.11.1.4.45	heb	אב_1	אב_1_NOUN	ab_1_NOUN	אבות+ינו	alwhyM_1_NOUN									אבות	NOUN					m	pl		abs	poss	ינו	1	mf	pl
170	רבי	ref.1.11.1.5.1	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	ab_1_NOUN									רבי	TITULAR					m	sg							
171	אליעזר	ref.1.11.1.5.2	heb	אליעזר_1	אליעזר_1_PROPERNAME	alyezr_1_PROPERNAME	אליעזר	rby_1_TITULAR									אליעזר	PROPERNAME					m	sg							
172	בן	ref.1.11.1.5.3	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בן	alyezr_1_PROPERNAME									בן	NOUN					m	sg		cstr					
173	יעקב	ref.1.11.1.5.4	heb	יעקב_1	יעקב_1_PROPERNAME	yeqb_1_PROPERNAME	יעקב	bN_1_NOUN									יעקב	PROPERNAME					m	sg							
174	אומר	ref.1.11.1.5.5	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	yeqb_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
175	אשה	ref.1.11.1.5.6	heb	אישה_1	אישה_1_NOUN	aySh_1_NOUN	אשה	amr_1_VERB									אשה	NOUN					f	sg		abs					
176	בת	ref.1.11.1.5.7	heb	בת_1	בת_1_NOUN	bt_1_NOUN	בת	aySh_1_NOUN									בת	NOUN					f	sg		cstr					
177	גרים	ref.1.11.1.5.8	heb	גר_1	גר_1_NOUN	gr_1_NOUN	גרים	bt_1_NOUN									גרים	NOUN					m	pl		abs					
178	לא	ref.1.11.1.5.9	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	gr_1_NOUN									לא	NEGATION													
179	תנשא	ref.1.11.1.5.10	heb	נישא_1	נישא_1_VERB	nySa_1_VERB	תנשא	la_1_NEGATION									תנשא	VERB	nifal	נשא		3	f	sg	FUTURE						
180	לכהונה	ref.1.11.1.5.11	heb	כהונה_1	כהונה_1_NOUN	khwnh_1_NOUN	ל-כהונה	nySa_1_VERB	ל-					ל			כהונה	NOUN					f	sg		abs					
181	עד	ref.1.11.1.5.12	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	עד	khwnh_1_NOUN									עד	PREPOSITION													
182	שתהא	ref.1.11.1.5.13	heb	היה_1	היה_1_VERB	hyh_1_VERB	ש-תהא	ed_1_PREPOSITION	ש-		ש						תהא	VERB	paal	היה		3	f	sg	FUTURE						
183	אמה	ref.1.11.1.5.14	heb	אם_1	אם_1_NOUN	aM_1_NOUN	אמ+ה	hyh_1_VERB									אמ	NOUN					f	sg		abs	poss	ה	3	f	sg
184	מישראל	ref.1.11.1.5.15	heb	ישראל_1	ישראל_1_PROPERNAME	ySral_1_PROPERNAME	מ-ישראל	aM_1_NOUN	מ-					מ			ישראל	PROPERNAME					m	sg							
185	אחד	ref.1.11.1.5.16	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	אחד	ySral_1_PROPERNAME									אחד	NUMERAL					m	sg		abs					
186	גרים	ref.1.11.1.5.17	heb	גר_1	גר_1_NOUN	gr_1_NOUN	גרים	CARD1_1_NUMERAL									גרים	NOUN					m	pl		abs					
187	ואחד	ref.1.11.1.5.18	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	ו-אחד	gr_1_NOUN	ו-	ו							אחד	NUMERAL					m	sg		abs					
188	עבדים	ref.1.11.1.5.19	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבדים	CARD1_1_NUMERAL									עבדים	NOUN					m	pl		abs					
189	משוחררים	ref.1.11.1.5.20	heb	משוחרר_1	משוחרר_1_ADJECTIVE	mSwHrr_1_ADJECTIVE	משוחררים	ebd_1_NOUN									משוחררים	ADJECTIVE	pual	שחרר			m	pl	PRESENT	abs					
190	ואפילו	ref.1.11.1.5.21	heb	אפילו_1	אפילו_1_CONJUNCTION	apylw_1_CONJUNCTION	ו-אפילו	mSwHrr_1_ADJECTIVE	ו-	ו							אפילו	CONJUNCTION													
191	עד	ref.1.11.1.5.22	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	עד	apylw_1_CONJUNCTION									עד	PREPOSITION													
192	עשרה	ref.1.11.1.5.23	heb	CARD10_1	CARD10_1_NUMERAL	CARD10_1_NUMERAL	עשרה	ed_1_PREPOSITION									עשרה	NUMERAL					m	pl		abs					
193	דורות	ref.1.11.1.5.24	heb	דור_1	דור_1_NOUN	dwr_1_NOUN	דורות	CARD10_1_NUMERAL									דורות	NOUN					m	pl		abs					
194	עד	ref.1.11.1.5.25	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	עד	dwr_1_NOUN									עד	PREPOSITION													
195	שתהא	ref.1.11.1.5.26	heb	היה_1	היה_1_VERB	hyh_1_VERB	ש-תהא	ed_1_PREPOSITION	ש-		ש						תהא	VERB	paal	היה		3	f	sg	FUTURE						
196	אמן	ref.1.11.1.5.27	heb	אם_1	אם_1_NOUN	aM_1_NOUN	אמ+ן	hyh_1_VERB									אמ	NOUN					f	sg		abs	poss	ן	3	m	pl
197	מישראל	ref.1.11.1.5.28	heb	ישראל_1	ישראל_1_PROPERNAME	ySral_1_PROPERNAME	מ-ישראל	aM_1_NOUN	מ-					מ			ישראל	PROPERNAME					m	sg							
198	האפוטרופוס	ref.1.11.1.5.29	heb	אפוטרופוס_1	אפוטרופוס_1_NOUN	apwTrwpws_1_NOUN	ה-אפוטרופוס	ySral_1_PROPERNAME	ה-							ה	אפוטרופוס	NOUN					m	sg		abs					
199	והשליח	ref.1.11.1.5.30	heb	שליח_1	שליח_1_NOUN	SlyH_1_NOUN	ו-ה-שליח	apwTrwpws_1_NOUN	ו-ה-	ו						ה	שליח	NOUN					m	sg		abs					
200	והעבד	ref.1.11.1.5.31	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	ו-ה-עבד	SlyH_1_NOUN	ו-ה-	ו						ה	עבד	NOUN					m	sg		abs					
201	והאשה	ref.1.11.1.5.32	heb	אישה_1	אישה_1_NOUN	aySh_1_NOUN	ו-ה-אשה	ebd_1_NOUN	ו-ה-	ו						ה	אשה	NOUN					f	sg		abs					
202	וטומטום	ref.1.11.1.5.33	heb	טומטום_1	טומטום_1_NOUN	TwmTwM_1_NOUN	ו-טומטום	aySh_1_NOUN	ו-	ו							טומטום	NOUN					m	sg		abs					
203	ואנדרוגינוס	ref.1.11.1.5.34	heb	אנדרוגינוס_1	אנדרוגינוס_1_NOUN	andrwgynws_1_NOUN	ו-אנדרוגינוס	TwmTwM_1_NOUN	ו-	ו							אנדרוגינוס	NOUN					m	sg		abs					
204	מביאין	ref.1.11.1.5.35	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביאין	andrwgynws_1_NOUN									מביאין	PARTICIPLE	hifil	בוא			m	pl		abs					
205	ולא	ref.1.11.1.5.36	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	hbya_1_PARTICIPLE	ו-	ו							לא	NEGATION													
206	קורין	ref.1.11.1.5.37	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	קורין	la_1_NEGATION									קורין	PARTICIPLE	paal	קרא			m	pl		abs					
207	שאינן	ref.1.11.1.5.38	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ן	qra_1_PARTICIPLE	ש-		ש						אינ	COPULA				3	f	pl	PRESENT		pronomial	ן	3	m	pl
208	יכולין	ref.1.11.1.5.39	heb	יכל_1	יכל_1_MODAL	ykl_1_MODAL	יכולין	ayN_1_COPULA									יכולין	MODAL				ANY	m	pl	PRESENT						
209	לומר	ref.1.11.1.5.40	heb	אמר_1	אמר_1_VERB	amr_1_VERB	לומר	ykl_1_MODAL									לומר	VERB	paal	אמר					TOINF						
210	אשר	ref.1.11.1.5.41	heb	אשר_1	אשר_1_CONJUNCTION	aSr_1_CONJUNCTION	אשר	amr_1_VERB									אשר	CONJUNCTION													
211	נתת	ref.1.11.1.5.42	heb	נתן_1	נתן_1_VERB	ntN_1_VERB	נתת	aSr_1_CONJUNCTION									נתת	VERB	paal	נתן		2	m	sg	PAST						
212	לי	ref.1.11.1.5.43	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+י	ntN_1_VERB									ל	PREPOSITION									pronomial	י	1	mf	sg
213	השם	ref.1.11.1.5.44	heb	ה_1	ה_1_PROPERNAME	h_1_PROPERNAME	השם	l_1_PREPOSITION									השם	PROPERNAME					m	sg							
214	הקונה	ref.1.11.1.6.1	heb	קנה_1	קנה_1_PARTICIPLE	qnh_1_PARTICIPLE	ה-קונה	h_1_PROPERNAME	ה-							ה	קונה	PARTICIPLE	paal	קנה			m	sg		abs					
215	שתי	ref.1.11.1.6.2	heb	CARD2_1	CARD2_1_NUMERAL	CARD2_1_NUMERAL	שתי	qnh_1_PARTICIPLE									שתי	NUMERAL					m	d		cstr					
216	אילנות	ref.1.11.1.6.3	heb	אילן_1	אילן_1_NOUN	aylN_1_NOUN	אילנות	CARD2_1_NUMERAL									אילנות	NOUN					m	pl		abs					
217	בתוך	ref.1.11.1.6.4	heb	בתוך_1	בתוך_1_PREPOSITION	btwK_1_PREPOSITION	בתוך	aylN_1_NOUN									בתוך	PREPOSITION													
218	של	ref.1.11.1.6.5	heb	של_1	של_1_SHEL_PREP	Sl_1_SHEL_PREP	של	btwK_1_PREPOSITION									של	SHEL_PREP													
219	חברו	ref.1.11.1.6.6	heb	חבר_1	חבר_1_NOUN	Hbr_1_NOUN	חבר+ו	Sl_1_SHEL_PREP									חבר	NOUN					m	sg		abs	poss	ו	3	m	sg
220	מביא	ref.1.11.1.6.7	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	Hbr_1_NOUN									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
221	ואינו	ref.1.11.1.6.8	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ו-אינ+ו	hbya_1_PARTICIPLE	ו-	ו							אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
222	קורא	ref.1.11.1.6.9	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	קורא	ayN_1_COPULA									קורא	PARTICIPLE	paal	קרא			m	sg		abs					
223	רבי	ref.1.11.1.6.10	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	qra_1_PARTICIPLE									רבי	TITULAR					m	sg							
224	מאיר	ref.1.11.1.6.11	heb	מאיר_1	מאיר_1_PROPERNAME	mayr_1_PROPERNAME	מאיר	rby_1_TITULAR									מאיר	PROPERNAME					m	sg							
225	אומר	ref.1.11.1.6.12	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	mayr_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
226	מביא	ref.1.11.1.6.13	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	amr_1_VERB									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
227	וקורא	ref.1.11.1.6.14	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
228	יבש	ref.1.11.1.6.15	heb	יבש_1	יבש_1_VERB	ybS_1_VERB	יבש	qra_1_PARTICIPLE									יבש	VERB	paal	יבש		3	m	sg	PAST						
229	המעין	ref.1.11.1.6.16	heb	מעיין_1	מעיין_1_NOUN	meyyN_1_NOUN	ה-מעין	ybS_1_VERB	ה-							ה	מעין	NOUN					m	sg		abs					
230	נקצץ	ref.1.11.1.6.17	heb	נקצץ_1	נקצץ_1_VERB	nqcC_1_VERB	נקצץ	meyyN_1_NOUN									נקצץ	VERB	nifal	קצץ		3	m	sg	PAST						
231	האילן	ref.1.11.1.6.18	heb	אילן_1	אילן_1_NOUN	aylN_1_NOUN	ה-אילן	nqcC_1_VERB	ה-							ה	אילן	NOUN					m	sg		abs					
232	מביא	ref.1.11.1.6.19	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	aylN_1_NOUN									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
233	ואינו	ref.1.11.1.6.20	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ו-אינ+ו	hbya_1_PARTICIPLE	ו-	ו							אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
234	קורא	ref.1.11.1.6.21	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	קורא	ayN_1_COPULA									קורא	PARTICIPLE	paal	קרא			m	sg		abs					
235	רבי	ref.1.11.1.6.22	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	qra_1_PARTICIPLE									רבי	TITULAR					m	sg							
236	יהודה	ref.1.11.1.6.23	heb	יהודה_1	יהודה_1_PROPERNAME	yhwdh_1_PROPERNAME	יהודה	rby_1_TITULAR									יהודה	PROPERNAME					m	sg							
237	אומר	ref.1.11.1.6.24	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	yhwdh_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
238	מביא	ref.1.11.1.6.25	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	amr_1_VERB									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
239	וקורא	ref.1.11.1.6.26	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
240	מעצרת	ref.1.11.1.6.27	heb	עצרת_1	עצרת_1_NOUN	ecrt_1_NOUN	מ-עצרת	qra_1_PARTICIPLE	מ-					מ			עצרת	NOUN					f	sg		cstr					
241	ועד	ref.1.11.1.6.28	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	ו-עד	ecrt_1_NOUN	ו-	ו							עד	PREPOSITION													
242	החג	ref.1.11.1.6.29	heb	חג_1	חג_1_NOUN	Hg_1_NOUN	ה-חג	ed_1_PREPOSITION	ה-							ה	חג	NOUN					m	sg		abs					
243	מביא	ref.1.11.1.6.30	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	Hg_1_NOUN									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
244	וקורא	ref.1.11.1.6.31	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
245	מן	ref.1.11.1.6.32	heb	מן_1	מן_1_PREPOSITION	mN_1_PREPOSITION	מן	qra_1_PARTICIPLE									מן	PREPOSITION													
246	החג	ref.1.11.1.6.33	heb	חג_1	חג_1_NOUN	Hg_1_NOUN	ה-חג	mN_1_PREPOSITION	ה-							ה	חג	NOUN					m	sg		abs					
247	ועד	ref.1.11.1.6.34	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	ו-עד	Hg_1_NOUN	ו-	ו							עד	PREPOSITION													
248	חנוכה	ref.1.11.1.6.35	heb	חנוכה_1	חנוכה_1_PROPERNAME	Hnwkh_1_PROPERNAME	חנוכה	ed_1_PREPOSITION									חנוכה	PROPERNAME					m	sg							
249	מביא	ref.1.11.1.6.36	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	Hnwkh_1_PROPERNAME									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
250	ואינו	ref.1.11.1.6.37	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ו-אינ+ו	hbya_1_PARTICIPLE	ו-	ו							אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
251	קורא	ref.1.11.1.6.38	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	קורא	ayN_1_COPULA									קורא	PARTICIPLE	paal	קרא			m	sg		abs					
252	רבי	ref.1.11.1.6.39	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	qra_1_PARTICIPLE									רבי	TITULAR					m	sg							
253	יהודה	ref.1.11.1.6.40	heb	יהודה_1	יהודה_1_PROPERNAME	yhwdh_1_PROPERNAME	יהודה	rby_1_TITULAR									יהודה	PROPERNAME					m	sg							
254	בן	ref.1.11.1.6.41	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בן	yhwdh_1_PROPERNAME									בן	NOUN					m	sg		cstr					
255	בתירא	ref.1.11.1.6.42	heb	בתירא_1	בתירא_1_PROPERNAME	btyra_1_PROPERNAME	בתירא	bN_1_NOUN									בתירא	PROPERNAME					m	sg							
256	אומר	ref.1.11.1.6.43	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	btyra_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
257	מביא	ref.1.11.1.6.44	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	amr_1_VERB									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
258	וקורא	ref.1.11.1.6.45	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
259	הפריש	ref.1.11.1.7.1	heb	הפריש_1	הפריש_1_VERB	hpryS_1_VERB	הפריש	qra_1_PARTICIPLE									הפריש	VERB	hifil	פרש		3	m	sg	PAST						
260	בכוריו	ref.1.11.1.7.2	heb	ביכורים_1	ביכורים_1_NOUN	bykwryM_1_NOUN	בכור+יו	hpryS_1_VERB									בכור	NOUN					m	pl		abs	poss	יו	3	m	sg
261	ומכר	ref.1.11.1.7.3	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	ו-מכר	bykwryM_1_NOUN	ו-	ו							מכר	VERB	paal	מכר		3	m	sg	PAST						
262	שדהו	ref.1.11.1.7.4	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	שדה+ו	mkr_1_VERB									שדה	NOUN					mf	sg		abs	poss	ו	3	m	sg
263	מביא	ref.1.11.1.7.5	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	Sdh_1_NOUN									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
264	ואינו	ref.1.11.1.7.6	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ו-אינ+ו	hbya_1_PARTICIPLE	ו-	ו							אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
265	קורא	ref.1.11.1.7.7	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	קורא	ayN_1_COPULA									קורא	PARTICIPLE	paal	קרא			m	sg		abs					
266	והשני	ref.1.11.1.7.8	heb	ORD2_1	ORD2_1_NUMERAL	ORD2_1_NUMERAL	ו-ה-שני	qra_1_PARTICIPLE	ו-ה-	ו						ה	שני	NUMERAL					m	sg		abs					
267	מאותו	ref.1.11.1.7.9	heb	אותו_1	אותו_1_QUANTIFIER	awtw_1_QUANTIFIER	מ-אותו	ORD2_1_NUMERAL	מ-					מ			אותו	QUANTIFIER								cstr					
268	המין	ref.1.11.1.7.10	heb	מין_1	מין_1_NOUN	myN_1_NOUN	ה-מין	awtw_1_QUANTIFIER	ה-							ה	מין	NOUN					m	sg		abs					
269	אינו	ref.1.11.1.7.11	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+ו	myN_1_NOUN									אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
270	מביא	ref.1.11.1.7.12	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	ayN_1_COPULA									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
271	ממין	ref.1.11.1.7.13	heb	מין_1	מין_1_NOUN	myN_1_NOUN	מ-מין	hbya_1_PARTICIPLE	מ-					מ			מין	NOUN					m	sg		abs					
272	אחר	ref.1.11.1.7.14	heb	אחר_1	אחר_1_ADJECTIVE	aHr_1_ADJECTIVE	אחר	myN_1_NOUN									אחר	ADJECTIVE					m	sg		abs					
273	מביא	ref.1.11.1.7.15	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	aHr_1_ADJECTIVE									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
274	וקורא	ref.1.11.1.7.16	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
275	רבי	ref.1.11.1.7.17	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	qra_1_PARTICIPLE									רבי	TITULAR					m	sg							
276	יהודה	ref.1.11.1.7.18	heb	יהודה_1	יהודה_1_PROPERNAME	yhwdh_1_PROPERNAME	יהודה	rby_1_TITULAR									יהודה	PROPERNAME					m	sg							
277	אומר	ref.1.11.1.7.19	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	yhwdh_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
278	אף	ref.1.11.1.7.20	heb	אף_1	אף_1_ADVERB	aP_1_ADVERB	אף	amr_1_VERB									אף	ADVERB													
279	מאותו	ref.1.11.1.7.21	heb	אותו_1	אותו_1_QUANTIFIER	awtw_1_QUANTIFIER	מ-אותו	aP_1_ADVERB	מ-					מ			אותו	QUANTIFIER								cstr					
280	המין	ref.1.11.1.7.22	heb	מין_1	מין_1_NOUN	myN_1_NOUN	ה-מין	awtw_1_QUANTIFIER	ה-							ה	מין	NOUN					m	sg		abs					
281	מביא	ref.1.11.1.7.23	heb	הביא_1	הביא_1_PARTICIPLE	hbya_1_PARTICIPLE	מביא	myN_1_NOUN									מביא	PARTICIPLE	hifil	בוא			m	sg		abs					
282	וקורא	ref.1.11.1.7.24	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ו-קורא	hbya_1_PARTICIPLE	ו-	ו							קורא	PARTICIPLE	paal	קרא			m	sg		abs					
283	הפריש	ref.1.11.1.8.1	heb	הפריש_1	הפריש_1_VERB	hpryS_1_VERB	הפריש	qra_1_PARTICIPLE									הפריש	VERB	hifil	פרש		3	m	sg	PAST						
